od_f,od_nf,in_degree_nf,out_degree_f,SCH_DEP_DTMZ_nf
GRUPTY,PTYLAX,20,24,1569933120000000000
MDEPTY,PTYLAX,20,22,1569933120000000000
PEIPTY,PTYLAX,20,29,1569933120000000000
UIOPTY,PTYLAX,20,21,1569933120000000000
MVDPTY,PTYLAX,20,22,1569933120000000000
LIMPTY,PTYLAX,20,22,1569933120000000000
POAPTY,PTYLAX,20,24,1569933120000000000
LIMPTY,PTYLAX,24,26,1569950820000000000
GYEPTY,PTYLAX,24,18,1569950820000000000
MDEPTY,PTYLAX,24,23,1569950820000000000
MDEPTY,PTYLAX,24,19,1569950820000000000
CLOPTY,PTYLAX,24,22,1569950820000000000
GRUPTY,PTYLAX,24,25,1569950820000000000
POSPTY,PTYLAX,24,20,1569950820000000000
BAQPTY,PTYLAX,24,13,1569950820000000000
BOGPTY,PTYLAX,24,23,1569950820000000000
LIMPTY,PTYLAX,24,23,1569950820000000000
HAVPTY,PTYLAX,24,18,1569950820000000000
SJOPTY,PTYLAX,24,18,1569950820000000000
SDQPTY,PTYLAX,24,22,1569950820000000000
SCLPTY,PTYLAX,24,23,1569950820000000000
UIOPTY,PTYLAX,24,26,1569950820000000000
CORPTY,PTYLAX,24,26,1569950820000000000
HAVPTY,PTYLAX,24,6,1569950820000000000
GRUPTY,PTYLAX,24,24,1569950820000000000
SJOPTY,PTYLAX,24,12,1569950820000000000
LIMPTY,PTYLAX,24,22,1569950820000000000
POAPTY,PTYLAX,24,24,1569950820000000000
SALPTY,PTYLAX,24,17,1569950820000000000
GUAPTY,PTYLAX,24,19,1569950820000000000
GRUPTY,PTYLAX,24,27,1569950820000000000
MDEPTY,PTYLIM,12,23,1569938640000000000
SJOPTY,PTYLIM,12,16,1569938640000000000
BSBPTY,PTYLIM,12,25,1569938640000000000
SDQPTY,PTYLIM,12,24,1569938640000000000
CNFPTY,PTYLIM,12,21,1569938640000000000
SJOPTY,PTYLIM,12,19,1569938640000000000
GIGPTY,PTYLIM,12,34,1569938640000000000
CCSPTY,PTYLIM,12,22,1569938640000000000
MIAPTY,PTYLIM,12,20,1569938640000000000
SJUPTY,PTYLIM,12,24,1569938640000000000
PEIPTY,PTYLIM,12,29,1569938640000000000
JFKPTY,PTYLIM,12,17,1569938640000000000
SDQPTY,PTYLIM,18,24,1569947820000000000
SFOPTY,PTYLIM,18,26,1569947820000000000
POSPTY,PTYLIM,18,20,1569947820000000000
CTGPTY,PTYLIM,18,18,1569947820000000000
LASPTY,PTYLIM,18,27,1569947820000000000
BOGPTY,PTYLIM,18,23,1569947820000000000
SJOPTY,PTYLIM,18,18,1569947820000000000
SDQPTY,PTYLIM,18,22,1569947820000000000
CUNPTY,PTYLIM,18,21,1569947820000000000
MTYPTY,PTYLIM,18,20,1569947820000000000
HAVPTY,PTYLIM,18,6,1569947820000000000
MIAPTY,PTYLIM,18,20,1569947820000000000
GDLPTY,PTYLIM,18,18,1569947820000000000
SJUPTY,PTYLIM,18,24,1569947820000000000
MSYPTY,PTYLIM,18,17,1569947820000000000
MEXPTY,PTYLIM,18,27,1569947820000000000
GUAPTY,PTYLIM,18,19,1569947820000000000
MIAPTY,PTYLIM,18,14,1569947820000000000
ADZPTY,PTYLIM,24,11,1569962760000000000
DAVPTY,PTYLIM,24,12,1569962760000000000
SJOPTY,PTYLIM,24,13,1569962760000000000
MBJPTY,PTYLIM,24,15,1569962760000000000
CUNPTY,PTYLIM,24,21,1569962760000000000
JFKPTY,PTYLIM,24,22,1569962760000000000
SDQPTY,PTYLIM,24,20,1569962760000000000
BOSPTY,PTYLIM,24,25,1569962760000000000
SNUPTY,PTYLIM,24,16,1569962760000000000
TGUPTY,PTYLIM,24,14,1569962760000000000
MCOPTY,PTYLIM,24,19,1569962760000000000
IADPTY,PTYLIM,24,21,1569962760000000000
HAVPTY,PTYLIM,24,12,1569962760000000000
YYZPTY,PTYLIM,24,25,1569962760000000000
AUAPTY,PTYLIM,24,16,1569962760000000000
CCSPTY,PTYLIM,24,19,1569962760000000000
CTGPTY,PTYLIM,24,20,1569962760000000000
CUNPTY,PTYLIM,24,18,1569962760000000000
MEXPTY,PTYLIM,24,23,1569962760000000000
ORDPTY,PTYLIM,24,27,1569962760000000000
BAQPTY,PTYLIM,24,14,1569962760000000000
MEXPTY,PTYLIM,24,27,1569962760000000000
HAVPTY,PTYLIM,24,23,1569962760000000000
YULPTY,PTYLIM,24,21,1569962760000000000
GEOPTY,PTYLIM,24,7,1569973740000000000
HAVPTY,PTYLIM,24,8,1569973740000000000
MDEPTY,PTYLIM,24,13,1569973740000000000
PUJPTY,PTYLIM,24,10,1569973740000000000
ADZPTY,PTYLIM,24,11,1569973740000000000
GYEPTY,PTYLIM,24,9,1569973740000000000
MARPTY,PTYLIM,24,4,1569973740000000000
MIAPTY,PTYLIM,24,7,1569973740000000000
MBJPTY,PTYLIM,24,15,1569973740000000000
UIOPTY,PTYLIM,24,15,1569973740000000000
CUNPTY,PTYLIM,24,7,1569973740000000000
MGAPTY,PTYLIM,24,11,1569973740000000000
VLNPTY,PTYLIM,24,6,1569973740000000000
TGUPTY,PTYLIM,24,14,1569973740000000000
MCOPTY,PTYLIM,24,19,1569973740000000000
MEXPTY,PTYLIM,24,8,1569973740000000000
GIGPTY,PTYLIM,24,16,1569973740000000000
GRUPTY,PTYLIM,24,15,1569973740000000000
SAPPTY,PTYLIM,24,13,1569973740000000000
CTGPTY,PTYLIM,24,20,1569973740000000000
MCOPTY,PTYLIM,24,8,1569973740000000000
ORDPTY,PTYLIM,24,27,1569973740000000000
TPAPTY,PTYLIM,24,7,1569973740000000000
CUNPTY,PTYLIM,24,8,1569973740000000000
LIMPTY,PTYMAR,14,26,1569948060000000000
MDEPTY,PTYMAR,14,23,1569948060000000000
POSPTY,PTYMAR,14,20,1569948060000000000
SJOPTY,PTYMAR,14,19,1569948060000000000
BOGPTY,PTYMAR,14,23,1569948060000000000
EZEPTY,PTYMAR,14,22,1569948060000000000
SDQPTY,PTYMAR,14,22,1569948060000000000
CUNPTY,PTYMAR,14,21,1569948060000000000
MTYPTY,PTYMAR,14,20,1569948060000000000
SCLPTY,PTYMAR,14,23,1569948060000000000
UIOPTY,PTYMAR,14,26,1569948060000000000
EZEPTY,PTYMAR,14,31,1569948060000000000
MEXPTY,PTYMAR,14,27,1569948060000000000
SCLPTY,PTYMAR,14,19,1569948060000000000
MDEPTY,PTYMBJ,19,23,1569939900000000000
BSBPTY,PTYMBJ,19,25,1569939900000000000
SDQPTY,PTYMBJ,19,24,1569939900000000000
POSPTY,PTYMBJ,19,20,1569939900000000000
SJOPTY,PTYMBJ,19,19,1569939900000000000
HAVPTY,PTYMBJ,19,9,1569939900000000000
LIMPTY,PTYMBJ,19,23,1569939900000000000
MDZPTY,PTYMBJ,19,23,1569939900000000000
CORPTY,PTYMBJ,19,26,1569939900000000000
ASUPTY,PTYMBJ,19,21,1569939900000000000
MDEPTY,PTYMBJ,19,22,1569939900000000000
PEIPTY,PTYMBJ,19,29,1569939900000000000
JFKPTY,PTYMBJ,19,17,1569939900000000000
LIMPTY,PTYMBJ,19,26,1569939900000000000
MVDPTY,PTYMBJ,19,22,1569939900000000000
LIMPTY,PTYMBJ,19,22,1569939900000000000
SCLPTY,PTYMBJ,19,19,1569939900000000000
SCLPTY,PTYMBJ,19,19,1569939900000000000
GRUPTY,PTYMBJ,19,27,1569939900000000000
GYEPTY,PTYMCO,19,18,1569933900000000000
SJOPTY,PTYMCO,19,16,1569933900000000000
BSBPTY,PTYMCO,19,25,1569933900000000000
CNFPTY,PTYMCO,19,21,1569933900000000000
CLOPTY,PTYMCO,19,28,1569933900000000000
RECPTY,PTYMCO,19,17,1569933900000000000
GIGPTY,PTYMCO,19,34,1569933900000000000
LIMPTY,PTYMCO,19,23,1569933900000000000
VVIPTY,PTYMCO,19,23,1569933900000000000
MDZPTY,PTYMCO,19,23,1569933900000000000
EZEPTY,PTYMCO,19,31,1569933900000000000
ASUPTY,PTYMCO,19,21,1569933900000000000
GRUPTY,PTYMCO,19,24,1569933900000000000
MDEPTY,PTYMCO,19,22,1569933900000000000
PEIPTY,PTYMCO,19,29,1569933900000000000
UIOPTY,PTYMCO,19,21,1569933900000000000
MVDPTY,PTYMCO,19,22,1569933900000000000
LIMPTY,PTYMCO,19,22,1569933900000000000
POAPTY,PTYMCO,19,24,1569933900000000000
LIMPTY,PTYMCO,17,26,1569948120000000000
GYEPTY,PTYMCO,17,18,1569948120000000000
MDEPTY,PTYMCO,17,23,1569948120000000000
GYEPTY,PTYMCO,17,18,1569948120000000000
MDEPTY,PTYMCO,17,19,1569948120000000000
BSBPTY,PTYMCO,17,25,1569948120000000000
CLOPTY,PTYMCO,17,22,1569948120000000000
BOGPTY,PTYMCO,17,18,1569948120000000000
CLOPTY,PTYMCO,17,28,1569948120000000000
GIGPTY,PTYMCO,17,34,1569948120000000000
BOGPTY,PTYMCO,17,23,1569948120000000000
EZEPTY,PTYMCO,17,22,1569948120000000000
SJOPTY,PTYMCO,17,18,1569948120000000000
SJOPTY,PTYMCO,17,12,1569948120000000000
SALPTY,PTYMCO,17,17,1569948120000000000
SCLPTY,PTYMCO,17,19,1569948120000000000
GUAPTY,PTYMCO,17,19,1569948120000000000
GEOPTY,PTYMCO,22,7,1569972540000000000
SJOPTY,PTYMCO,22,20,1569972540000000000
GYEPTY,PTYMCO,22,18,1569972540000000000
MDEPTY,PTYMCO,22,13,1569972540000000000
PUJPTY,PTYMCO,22,10,1569972540000000000
SALPTY,PTYMCO,22,12,1569972540000000000
SJOPTY,PTYMCO,22,13,1569972540000000000
GYEPTY,PTYMCO,22,9,1569972540000000000
SJOPTY,PTYMCO,22,13,1569972540000000000
BOGPTY,PTYMCO,22,13,1569972540000000000
UIOPTY,PTYMCO,22,15,1569972540000000000
CLOPTY,PTYMCO,22,13,1569972540000000000
LIMPTY,PTYMCO,22,11,1569972540000000000
EZEPTY,PTYMCO,22,13,1569972540000000000
TGUPTY,PTYMCO,22,14,1569972540000000000
SJOPTY,PTYMCO,22,11,1569972540000000000
GYEPTY,PTYMCO,22,10,1569972540000000000
GRUPTY,PTYMCO,22,15,1569972540000000000
SAPPTY,PTYMCO,22,13,1569972540000000000
VVIPTY,PTYMCO,22,12,1569972540000000000
BAQPTY,PTYMCO,22,14,1569972540000000000
ASUPTY,PTYMCO,22,14,1569972540000000000
GYEPTY,PTYMDE,9,18,1569932580000000000
BSBPTY,PTYMDE,9,25,1569932580000000000
CNFPTY,PTYMDE,9,21,1569932580000000000
GIGPTY,PTYMDE,9,34,1569932580000000000
SCLPTY,PTYMDE,9,21,1569932580000000000
EZEPTY,PTYMDE,9,31,1569932580000000000
ASUPTY,PTYMDE,9,21,1569932580000000000
JFKPTY,PTYMDE,9,17,1569932580000000000
SCLPTY,PTYMDE,9,19,1569932580000000000
GYEPTY,PTYMDE,10,18,1569940620000000000
SJOPTY,PTYMDE,10,16,1569940620000000000
SDQPTY,PTYMDE,10,24,1569940620000000000
SJOPTY,PTYMDE,10,19,1569940620000000000
CCSPTY,PTYMDE,10,22,1569940620000000000
MIAPTY,PTYMDE,10,20,1569940620000000000
SJUPTY,PTYMDE,10,24,1569940620000000000
LIMPTY,PTYMDE,10,26,1569940620000000000
SCLPTY,PTYMDE,10,19,1569940620000000000
GRUPTY,PTYMDE,10,27,1569940620000000000
GRUPTY,PTYMDE,19,25,1569949320000000000
SFOPTY,PTYMDE,19,26,1569949320000000000
LASPTY,PTYMDE,19,27,1569949320000000000
EZEPTY,PTYMDE,19,22,1569949320000000000
HAVPTY,PTYMDE,19,18,1569949320000000000
SJOPTY,PTYMDE,19,18,1569949320000000000
CUNPTY,PTYMDE,19,21,1569949320000000000
SCLPTY,PTYMDE,19,23,1569949320000000000
CCSPTY,PTYMDE,19,22,1569949320000000000
GDLPTY,PTYMDE,19,18,1569949320000000000
SJOPTY,PTYMDE,19,12,1569949320000000000
SJUPTY,PTYMDE,19,24,1569949320000000000
MSYPTY,PTYMDE,19,17,1569949320000000000
SALPTY,PTYMDE,19,17,1569949320000000000
MEXPTY,PTYMDE,19,27,1569949320000000000
GUAPTY,PTYMDE,19,19,1569949320000000000
SCLPTY,PTYMDE,19,19,1569949320000000000
MIAPTY,PTYMDE,19,14,1569949320000000000
GRUPTY,PTYMDE,19,27,1569949320000000000
SJOPTY,PTYMDE,21,20,1569963960000000000
DAVPTY,PTYMDE,21,12,1569963960000000000
MGAPTY,PTYMDE,21,14,1569963960000000000
MBJPTY,PTYMDE,21,15,1569963960000000000
CUNPTY,PTYMDE,21,21,1569963960000000000
JFKPTY,PTYMDE,21,22,1569963960000000000
BOSPTY,PTYMDE,21,25,1569963960000000000
TGUPTY,PTYMDE,21,14,1569963960000000000
MCOPTY,PTYMDE,21,19,1569963960000000000
CURPTY,PTYMDE,21,21,1569963960000000000
IADPTY,PTYMDE,21,21,1569963960000000000
GUAPTY,PTYMDE,21,14,1569963960000000000
YYZPTY,PTYMDE,21,25,1569963960000000000
AUAPTY,PTYMDE,21,16,1569963960000000000
CCSPTY,PTYMDE,21,19,1569963960000000000
CUNPTY,PTYMDE,21,18,1569963960000000000
MEXPTY,PTYMDE,21,23,1569963960000000000
ORDPTY,PTYMDE,21,27,1569963960000000000
HAVPTY,PTYMDE,21,23,1569963960000000000
YULPTY,PTYMDE,21,21,1569963960000000000
ASUPTY,PTYMDE,21,14,1569963960000000000
LIMPTY,PTYMDE,20,26,1569973380000000000
PUJPTY,PTYMDE,20,10,1569973380000000000
SALPTY,PTYMDE,20,12,1569973380000000000
GUAPTY,PTYMDE,20,9,1569973380000000000
DAVPTY,PTYMDE,20,12,1569973380000000000
SJOPTY,PTYMDE,20,13,1569973380000000000
EZEPTY,PTYMDE,20,13,1569973380000000000
CUNPTY,PTYMDE,20,7,1569973380000000000
MGAPTY,PTYMDE,20,11,1569973380000000000
BOSPTY,PTYMDE,20,25,1569973380000000000
SDQPTY,PTYMDE,20,11,1569973380000000000
MEXPTY,PTYMDE,20,8,1569973380000000000
GIGPTY,PTYMDE,20,16,1569973380000000000
MVDPTY,PTYMDE,20,11,1569973380000000000
GRUPTY,PTYMDE,20,15,1569973380000000000
SAPPTY,PTYMDE,20,13,1569973380000000000
YYZPTY,PTYMDE,20,25,1569973380000000000
TPAPTY,PTYMDE,20,7,1569973380000000000
CUNPTY,PTYMDE,20,8,1569973380000000000
GRUPTY,PTYMDE,20,27,1569973380000000000
BSBPTY,PTYMEX,9,25,1569933780000000000
CNFPTY,PTYMEX,9,21,1569933780000000000
CLOPTY,PTYMEX,9,28,1569933780000000000
RECPTY,PTYMEX,9,17,1569933780000000000
GIGPTY,PTYMEX,9,34,1569933780000000000
VVIPTY,PTYMEX,9,23,1569933780000000000
EZEPTY,PTYMEX,9,31,1569933780000000000
UIOPTY,PTYMEX,9,21,1569933780000000000
POAPTY,PTYMEX,9,24,1569933780000000000
GYEPTY,PTYMEX,22,18,1569938820000000000
MDEPTY,PTYMEX,22,23,1569938820000000000
GYEPTY,PTYMEX,22,18,1569938820000000000
SJOPTY,PTYMEX,22,16,1569938820000000000
BSBPTY,PTYMEX,22,25,1569938820000000000
BOGPTY,PTYMEX,22,18,1569938820000000000
BAQPTY,PTYMEX,22,13,1569938820000000000
CNFPTY,PTYMEX,22,21,1569938820000000000
SJOPTY,PTYMEX,22,19,1569938820000000000
CLOPTY,PTYMEX,22,28,1569938820000000000
RECPTY,PTYMEX,22,17,1569938820000000000
GIGPTY,PTYMEX,22,34,1569938820000000000
VVIPTY,PTYMEX,22,23,1569938820000000000
UIOPTY,PTYMEX,22,26,1569938820000000000
CCSPTY,PTYMEX,22,22,1569938820000000000
EZEPTY,PTYMEX,22,31,1569938820000000000
CORPTY,PTYMEX,22,26,1569938820000000000
GRUPTY,PTYMEX,22,24,1569938820000000000
SJUPTY,PTYMEX,22,24,1569938820000000000
LIMPTY,PTYMEX,22,26,1569938820000000000
LIMPTY,PTYMEX,22,22,1569938820000000000
GRUPTY,PTYMEX,22,27,1569938820000000000
LIMPTY,PTYMEX,24,26,1569947940000000000
GYEPTY,PTYMEX,24,18,1569947940000000000
MDEPTY,PTYMEX,24,23,1569947940000000000
MDEPTY,PTYMEX,24,19,1569947940000000000
BSBPTY,PTYMEX,24,25,1569947940000000000
CLOPTY,PTYMEX,24,22,1569947940000000000
GRUPTY,PTYMEX,24,25,1569947940000000000
CTGPTY,PTYMEX,24,18,1569947940000000000
BAQPTY,PTYMEX,24,13,1569947940000000000
GIGPTY,PTYMEX,24,34,1569947940000000000
EZEPTY,PTYMEX,24,22,1569947940000000000
HAVPTY,PTYMEX,24,18,1569947940000000000
VVIPTY,PTYMEX,24,23,1569947940000000000
SJOPTY,PTYMEX,24,18,1569947940000000000
SDQPTY,PTYMEX,24,22,1569947940000000000
SCLPTY,PTYMEX,24,23,1569947940000000000
UIOPTY,PTYMEX,24,26,1569947940000000000
CCSPTY,PTYMEX,24,22,1569947940000000000
EZEPTY,PTYMEX,24,31,1569947940000000000
ASUPTY,PTYMEX,24,21,1569947940000000000
SJOPTY,PTYMEX,24,12,1569947940000000000
SJUPTY,PTYMEX,24,24,1569947940000000000
LIMPTY,PTYMEX,24,26,1569947940000000000
GRUPTY,PTYMEX,24,27,1569947940000000000
SDQPTY,PTYMGA,10,24,1569940680000000000
BAQPTY,PTYMGA,10,13,1569940680000000000
HAVPTY,PTYMGA,10,9,1569940680000000000
VVIPTY,PTYMGA,10,23,1569940680000000000
UIOPTY,PTYMGA,10,26,1569940680000000000
EZEPTY,PTYMGA,10,31,1569940680000000000
MIAPTY,PTYMGA,10,20,1569940680000000000
SJUPTY,PTYMGA,10,24,1569940680000000000
LIMPTY,PTYMGA,10,22,1569940680000000000
SCLPTY,PTYMGA,10,19,1569940680000000000
MDEPTY,PTYMGA,12,19,1569948240000000000
SFOPTY,PTYMGA,12,26,1569948240000000000
POSPTY,PTYMGA,12,20,1569948240000000000
CLOPTY,PTYMGA,12,28,1569948240000000000
LASPTY,PTYMGA,12,27,1569948240000000000
HAVPTY,PTYMGA,12,18,1569948240000000000
MIAPTY,PTYMGA,12,20,1569948240000000000
GDLPTY,PTYMGA,12,18,1569948240000000000
MSYPTY,PTYMGA,12,17,1569948240000000000
MEXPTY,PTYMGA,12,27,1569948240000000000
GUAPTY,PTYMGA,12,19,1569948240000000000
MIAPTY,PTYMGA,12,14,1569948240000000000
GEOPTY,PTYMGA,13,7,1569972840000000000
SCLPTY,PTYMGA,13,12,1569972840000000000
MIAPTY,PTYMGA,13,7,1569972840000000000
PAPPTY,PTYMGA,13,12,1569972840000000000
LIMPTY,PTYMGA,13,11,1569972840000000000
BOSPTY,PTYMGA,13,25,1569972840000000000
SDQPTY,PTYMGA,13,11,1569972840000000000
MEXPTY,PTYMGA,13,8,1569972840000000000
IADPTY,PTYMGA,13,21,1569972840000000000
MIAPTY,PTYMGA,13,17,1569972840000000000
MCOPTY,PTYMGA,13,8,1569972840000000000
YULPTY,PTYMGA,13,21,1569972840000000000
ASUPTY,PTYMGA,13,14,1569972840000000000
SJOPTY,PTYMIA,17,16,1569933840000000000
BSBPTY,PTYMIA,17,25,1569933840000000000
CNFPTY,PTYMIA,17,21,1569933840000000000
CLOPTY,PTYMIA,17,28,1569933840000000000
RECPTY,PTYMIA,17,17,1569933840000000000
GIGPTY,PTYMIA,17,34,1569933840000000000
VVIPTY,PTYMIA,17,23,1569933840000000000
MDZPTY,PTYMIA,17,23,1569933840000000000
SCLPTY,PTYMIA,17,21,1569933840000000000
EZEPTY,PTYMIA,17,31,1569933840000000000
CORPTY,PTYMIA,17,26,1569933840000000000
ASUPTY,PTYMIA,17,21,1569933840000000000
GRUPTY,PTYMIA,17,24,1569933840000000000
MDEPTY,PTYMIA,17,22,1569933840000000000
PEIPTY,PTYMIA,17,29,1569933840000000000
UIOPTY,PTYMIA,17,21,1569933840000000000
POAPTY,PTYMIA,17,24,1569933840000000000
LIMPTY,PTYMIA,20,26,1569950040000000000
GYEPTY,PTYMIA,20,18,1569950040000000000
MDEPTY,PTYMIA,20,19,1569950040000000000
CLOPTY,PTYMIA,20,22,1569950040000000000
GRUPTY,PTYMIA,20,25,1569950040000000000
BOGPTY,PTYMIA,20,18,1569950040000000000
BAQPTY,PTYMIA,20,13,1569950040000000000
RECPTY,PTYMIA,20,17,1569950040000000000
GIGPTY,PTYMIA,20,34,1569950040000000000
ROSPTY,PTYMIA,20,22,1569950040000000000
BOGPTY,PTYMIA,20,23,1569950040000000000
LIMPTY,PTYMIA,20,23,1569950040000000000
EZEPTY,PTYMIA,20,22,1569950040000000000
SJOPTY,PTYMIA,20,18,1569950040000000000
MDZPTY,PTYMIA,20,23,1569950040000000000
UIOPTY,PTYMIA,20,26,1569950040000000000
CORPTY,PTYMIA,20,26,1569950040000000000
ASUPTY,PTYMIA,20,21,1569950040000000000
UIOPTY,PTYMIA,20,21,1569950040000000000
GUAPTY,PTYMIA,20,19,1569950040000000000
GEOPTY,PTYMIA,21,7,1569972480000000000
MDEPTY,PTYMIA,21,13,1569972480000000000
SCLPTY,PTYMIA,21,12,1569972480000000000
SJOPTY,PTYMIA,21,13,1569972480000000000
SJOPTY,PTYMIA,21,13,1569972480000000000
BOGPTY,PTYMIA,21,13,1569972480000000000
CLOPTY,PTYMIA,21,28,1569972480000000000
UIOPTY,PTYMIA,21,15,1569972480000000000
CLOPTY,PTYMIA,21,13,1569972480000000000
BOGPTY,PTYMIA,21,24,1569972480000000000
EZEPTY,PTYMIA,21,22,1569972480000000000
LIMPTY,PTYMIA,21,11,1569972480000000000
EZEPTY,PTYMIA,21,13,1569972480000000000
GYEPTY,PTYMIA,21,10,1569972480000000000
GIGPTY,PTYMIA,21,16,1569972480000000000
CURPTY,PTYMIA,21,21,1569972480000000000
GRUPTY,PTYMIA,21,15,1569972480000000000
SAPPTY,PTYMIA,21,13,1569972480000000000
VVIPTY,PTYMIA,21,12,1569972480000000000
BAQPTY,PTYMIA,21,14,1569972480000000000
ASUPTY,PTYMIA,21,14,1569972480000000000
SJOPTY,PTYMVD,26,20,1569960960000000000
POSPTY,PTYMVD,26,20,1569960960000000000
MGAPTY,PTYMVD,26,14,1569960960000000000
HAVPTY,PTYMVD,26,9,1569960960000000000
MBJPTY,PTYMVD,26,15,1569960960000000000
CUNPTY,PTYMVD,26,21,1569960960000000000
BOGPTY,PTYMVD,26,24,1569960960000000000
JFKPTY,PTYMVD,26,22,1569960960000000000
SDQPTY,PTYMVD,26,20,1569960960000000000
BOSPTY,PTYMVD,26,25,1569960960000000000
SNUPTY,PTYMVD,26,16,1569960960000000000
CURPTY,PTYMVD,26,21,1569960960000000000
IADPTY,PTYMVD,26,21,1569960960000000000
HAVPTY,PTYMVD,26,12,1569960960000000000
GUAPTY,PTYMVD,26,14,1569960960000000000
MIAPTY,PTYMVD,26,17,1569960960000000000
YYZPTY,PTYMVD,26,25,1569960960000000000
MDEPTY,PTYMVD,26,19,1569960960000000000
AUAPTY,PTYMVD,26,16,1569960960000000000
CTGPTY,PTYMVD,26,20,1569960960000000000
CUNPTY,PTYMVD,26,18,1569960960000000000
MEXPTY,PTYMVD,26,23,1569960960000000000
ORDPTY,PTYMVD,26,27,1569960960000000000
PUJPTY,PTYMVD,26,10,1569960960000000000
MEXPTY,PTYMVD,26,27,1569960960000000000
HAVPTY,PTYMVD,26,23,1569960960000000000
GYEPTY,PTYORD,19,18,1569933300000000000
SJOPTY,PTYORD,19,16,1569933300000000000
BSBPTY,PTYORD,19,25,1569933300000000000
CNFPTY,PTYORD,19,21,1569933300000000000
CLOPTY,PTYORD,19,28,1569933300000000000
GIGPTY,PTYORD,19,34,1569933300000000000
ROSPTY,PTYORD,19,22,1569933300000000000
LIMPTY,PTYORD,19,23,1569933300000000000
VVIPTY,PTYORD,19,23,1569933300000000000
EZEPTY,PTYORD,19,31,1569933300000000000
ASUPTY,PTYORD,19,21,1569933300000000000
GRUPTY,PTYORD,19,24,1569933300000000000
MDEPTY,PTYORD,19,22,1569933300000000000
PEIPTY,PTYORD,19,29,1569933300000000000
UIOPTY,PTYORD,19,21,1569933300000000000
MVDPTY,PTYORD,19,22,1569933300000000000
LIMPTY,PTYORD,19,22,1569933300000000000
POAPTY,PTYORD,19,24,1569933300000000000
SCLPTY,PTYORD,19,19,1569933300000000000
MDEPTY,PTYORD,21,13,1569972600000000000
CLOPTY,PTYORD,21,22,1569972600000000000
SALPTY,PTYORD,21,12,1569972600000000000
GUAPTY,PTYORD,21,9,1569972600000000000
DAVPTY,PTYORD,21,12,1569972600000000000
CTGPTY,PTYORD,21,18,1569972600000000000
